Año,CLUES,Sector,Institución,Clave Estado,Nombre Estado,Clave Municipio,Nombre Municipio,Clave Localidad,Nombre Localidad,Nombre de la Unidad,Tipo de Establecimiento,Tipología,Unidades,¿Cuenta con agua potable?,¿Cuenta con red municipal?,¿Cuenta con pozo?,¿Cuenta con cisterna?,¿Cuenta con otra fuente?,¿Cuenta con drenaje?,¿Cuenta con planta eléctrica?,¿Cuenta con radio (banda civil)?,¿Cuenta con Internet?,¿Cuenta con red de voz?,¿Cuenta con red de datos?,¿Cuenta con sistema de telemedicina?,¿Cuenta con expediente clínico electrónico?,¿Cuenta con área de Hospitalización?,¿Cuenta con área de Unidad Quirúrgica?,¿Cuenta con Unidad de Cuidados Intensivos?,¿Cuenta con área de Unidades de Cuidados Intensivos Neonatales?,¿Cuenta con Unidad de Cuidados intermedios?,¿Cuenta con área Cuidados Coronarios?,¿Cuenta con servicio de Medicina Física y Rehabilitación?,¿Cuenta con área de Cirugía Ambulatoria?,¿Cuenta con área de Hemodiálisis?,¿Cuenta con área de radioterapia (incluye teleterapia y braquiterapia)?,¿Cuenta con área de quimioterapia?,¿Cuenta con área de Unidad de Quemados?,¿Cuenta con área de Laboratorio Clínico?,¿Cuenta con área de urgencias?,¿Cuenta con área de Tocología y Tococirugía?,¿Cuenta con área de Neonatología y Cunero?,¿Cuenta con área de Banco de Sangre?,Quirófanos,salas de expulsión,cunas para recién nacido sano (incluye las ubicadas en tocología como en neonatología y cuneros),ambulancias,TOTAL DE CONSULTORIOS,Consultorios de Medicina General,Consultorios de Medicina Familiar,Consultorios de Estomatología,Consultorios de Planificación Familiar,Consultorios de Cirugía Maxilo Facial,Consultorios de Alergología,Consultorios de Angiología,Consultorios de Cardiología,Consultorios de Cirugía General y Cirugía,Consultorios de Dermatología,Consultorios de Endocrinología,Consultorios de Epidemiología,Consultorios de Gastroenterología,Consultorios de Geriatría,Consultorios de Gineco-Obstetricia,Consultorios de Hematología,Consultorios de Infectología,Consultorios de Medicina de Rehabilitación,Consultorios de Medicina del Dolor,Consultorios de Medicina Interna,Consultorios de Nefrología,Consultorios de Neumología,Consultorios de Neurología,Consultorios de Nutrición,Consultorios de Oftalmología,Consultorios de Oncología,Consultorios de Ortopedia,Consultorios de Otorrinolaringología,Consultorios de Pediatría,Consultorios de Proctología,Consultorios de Psicología,Consultorios de Psiquiatría,Consultorios de Reumatología,Consultorios de Urología,Consultorios de Traumatología,consultorios en área de urgencias,consultorios de valoración,Consultorios de Otras Especialidades,TOTAL CAMAS AREA HOSPITALIZACIÓN,camas de aislados,camas de Medicina general,camas de Angiología,camas de Cardiología,camas de Cirugía General y Cirugía Reconstructiva,camas de Gastroenterología,camas de Geriatría,camas de Gineco-Obstetricia,camas de Hematología,camas de Infectología,camas de Medicina Interna,camas de Nefrología,camas de Neumología,camas de Neurología,camas de Oftalmología,camas de Oncología,camas de Ortopedia,camas de Otorrinolaringología,camas de Pediatría,camas de Proctología,camas de Psiquiatría,camas de Reumatología,camas de Urología,camas de Traumatología,camas de otras especialidades en área de hospitalización,TOTAL CAMAS EN OTRAS AREAS (NO CONSIDERA HOSPITALIZACIÓN),camas en recuperación postquirúrgica,camas en la Unidad de Cuidados Intensivos (incluye pediátricas y adulto),camas en la Unidad de Cuidados Intermedios (incluye pediátricas y adulto),camas en cuidados coronarios,camas de recuperación en cirugía ambulatoria,camas en área de radioterapia (incluye teleterapia y braquiterapia),camas en quimioterapia aplicación hospitalizada,camas de quemados,camas en la unidad de transplante de médula ósea,camas en área de Urgencias,camas de observación en área de curaciones,camas en área de labor de parto,camas en área de recuperación postparto,camas  en otras áreas (no considerando área de hospitalización),Aceleradores lineales,Cunas de calor radiante,Incubadoras,Mastógrafos (analógico y digital),Equipos de resonancia magnética,Tomógrafos computados,Unidades de hemodiálisis (incluye con ósmosis inversa y pediátrica),Ultrasonido,LITOTRIPTORES,Electrocardiógrafos,Electroencefalógrafos,Total médicos generales especialistas y odonólogos,Médicos Generales,Médicos Familiares,Pediatras,Ginecoobstetras,Médicos Cirujanos,Médicos Internistas,Médicos Oftalmólogos,Médicos Otorrinonaringólogos,Médicos Traumatólogos,Médicos Dermatólogos,Médicos Anestesiólogos,Médicos Psiquiatras,Odontólogos,Odontólogos especialistas (incluye cirujano),Médicos Endrocrinólogos,Médicos Gastroenterólogos,Médicos Cardiólogos,Médicos en Rehabilitación (medicina física),Médicos Urólogos,Médicos Cirujanos plásticos y reconstructivos,Número deMédicos Neumólogos,Médicos Neurólogos,Médicos Oncólogos,Médicos Hematólogos,Médicos Urgenciólogos,Médicos Ortopedistas,Médicos Proctólogos,Médicos Angiólogos (vascular periférico),Médicos Nefrólogos,Médicos Reumatólogos,Médicos Infectólogos,Médicos Geriatras,Médicos Genetistas,Médicos Alergólogos,Médicos Radiólogos,Médicos Otras especialidades,Total personal médico en formación,Pasantes de medicina,Pasante de odontología,Interno de pregrado,Médicos Residentes,Total medicos en otras labores,Médicos en labores administrativas,Médicos en labores de enseñanza e investigación,Médicos Epidemiólogos,Médicos Anatomo-patólogos,Médicos Otras actividades,Total enfermeras en contacto con el paciente,Personal de Enfermería General,Personal de Enfermería Especialista,Personal de Enfermería Pasante,Personal de Enfermería Auxiliar,Total enfermeras en otras labores,Número Personal de Enfermería en labores administrativas,Personal de Enfermería en labores de enseñanza e investigación,Personal de Enfermería en otras actividades,Total personal profesional,Químicos,Lic. en Trabajo Social,Biólogos,Farmacobiólogos,Nutriólogos,Psicólogos,Ing. Biomédicos,Otro personal profesional,Total personal técnico,Personal Técnico en Odontología,Personal Técnico en Trabajo Social,Personal Técnico Electromédico (electrocardiografía y electroencefalografía),Personal Técnico en Laboratorio,Personal Técnico en Estadística,Perosnal Técnico en Atención Primaria (TAP s PRODIAP s),Personal Técnico en Rehabilitación Física,Personal Técnico en Anestesiología,Personal Técnico en Radiología,Personal Técnico Dietista (incluye nutricionistas),Personal Técnico Promotores de Salud,Personal Técnico en Histopatología,Personal Técnico en Citotecnología,Personal Técnico en Banco de Sangre,Personal Técnico en inhaloterapia,Partera,Otro personal técnico,Total otro personal,Personal administrativo,Personal en archivo clínico,Personal en conservación y mantenimiento,Personal de Intendencia (incluye lavandería),Otro personal
2020,JCDIF000023,PUBLICO,DIF,14,JALISCO,039,GUADALAJARA,0001,GUADALAJARA,CENTRO DE REHABILITACIÓN INTEGRAL DIF JALISCO,DE CONSULTA EXTERNA,NES,1,1,0,1,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,0,1,0,1,0,6,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,18,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,13,1,0,0,12,0,0,0,0,0,0,33,0,13,5,15,32,30,2,0,12,0,7,0,0,0,5,0,0,15,0,7,0,0,1,0,5,0,1,0,1,0,0,0,0,0,0,59,30,4,3,22,0
2020,MSDIF000015,PUBLICO,DIF,17,MORELOS,007,CUERNAVACA,0001,CUERNAVACA,CENTRO DE REHABILITACIÓN INTEGRAL CUERNAVACA,DE CONSULTA EXTERNA,NES,1,1,1,1,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,1,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,13,1,0,10,2,1,1,0,0,29,1,3,0,0,0,4,0,21,20,1,4,0,1,1,0,5,0,0,0,1,0,0,0,0,0,7,31,14,1,4,10,2
2020,MSDIF000020,PUBLICO,DIF,17,MORELOS,007,CUERNAVACA,0001,CUERNAVACA,CASA HOGAR PARA ANCIANOS OLGA TAMAYO,DE ASISTENCIA SOCIAL,NES,1,1,1,1,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,1,0,1,1,0,0,10,0,4,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,1,7,11,0
2020,MSDIF000114,PUBLICO,DIF,17,MORELOS,006,CUAUTLA,0001,CUAUTLA,CENTRO DE REHABILITACION INTEGRAL CUAUTLA,DE CONSULTA EXTERNA,NES,1,1,1,1,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,0,10,5,3,0,0,0,0,10,0,3,0,0,0,1,0,6,12,0,3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,14,9,1,0,4,0
2020,NTDIF000204,PUBLICO,DIF,18,NAYARIT,017,TEPIC,0001,TEPIC,"CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL, NAYARIT",DE CONSULTA EXTERNA,NES,1,1,0,0,,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,0,0,1,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,2,0,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,33,0,7,0,0,2,6,0,18,4,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,56,41,4,4,7,0
2020,OCDIF000102,PUBLICO,DIF,20,OAXACA,067,OAXACA DE JUAREZ,0001,OAXACA DE JUAREZ,CENTRO DE REHABILITACIÓN ESPECIAL,DE ASISTENCIA SOCIAL,NES,1,1,0,1,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,3,0,0,7,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,7,5,3,8,0
2020,OCDIF000131,PUBLICO,DIF,20,OAXACA,067,OAXACA DE JUAREZ,0001,OAXACA DE JUAREZ,CASA HOGAR PARA ANCIANOS LOS TAMAYO,DE ASISTENCIA SOCIAL,NES,1,1,1,1,,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,18,0,3,11,4,0,0,0,0,2,0,1,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,0,2,3,0
2020,PLDIF000065,PUBLICO,DIF,21,PUEBLA,114,PUEBLA,0001,HEROICA PUEBLA DE ZARAGOZA,"CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL, PUEBLA",DE CONSULTA EXTERNA,NES,1,1,0,1,,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,7,0,24,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,24,2,1,2,6,13
2020,QRDIF000016,PUBLICO,DIF,23,QUINTANA ROO,004,OTHON P. BLANCO,0001,CHETUMAL,CENTRO DE REHABILITACIÓN INTEGRAL DE QUINTANA ROO - CRIQ,DE CONSULTA EXTERNA,NES,1,1,1,1,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,10,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,4,4,0,0,0,1,1,0,0,8,0,5,0,0,0,3,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,DIFCLUES001,PUBLICO,DIF,09,CIUDAD DE MEXICO,003,COYOACAN,0001,COYOACAN,C.N.M.A.I.C.R.I.E. PARA PERSONAS CIEGAS Y DEBILES VISUALES,DE ASISTENCIA SOCIAL,NES,1,1,1,1,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,6,0,0,12,12,0,0,11,0,4,0,0,0,5,0,2,7,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,11,1,0,2,0
2020,DIFCLUES002,PUBLICO,DIF,03,BAJA CALIFORNIA SUR,003,LA PAZ,0001,LA PAZ,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL LA PAZ,DE ASISTENCIA SOCIAL,NES,1,1,1,1,,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,5,0,3,11,0,3,0,0,1,0,3,0,1,0,0,0,0,0,0,0,3,24,5,1,1,4,13
2020,DIFCLUES003,PUBLICO,DIF,04,CAMPECHE,002,CAMPECHE,0001,SAN FRANCISCO DE CAMPECHE,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL LA PAZ,DE ASISTENCIA SOCIAL,NES,1,1,1,1,,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,11,0,5,0,0,1,4,1,0,30,,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,41,0,2,1,6,32
2020,DIFCLUES004,PUBLICO,DIF,08,CHIHUAHUA,019,CHIHUAHUA,0001,CHIHUAHUA,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL CHIHUAHUA,DE ASISTENCIA SOCIAL,NES,1,1,1,1,,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,23,0,2,0,0,0,7,1,13,21,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,44,16,1,1,7,19
2020,DIFCLUES005,PUBLICO,DIF,15,MEXICO,106,TOLUCA,0001,TOLUCA DE LERDO,CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL TOLUCA,DE ASISTENCIA SOCIAL,NES,1,1,1,1,,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,0,0,1,12,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,0,20,10,2,8,0,0,0,7,6,0,0,1,3,1,0,2,12,0,5,0,0,0,7,0,0,11,0,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,32,18,1,5,8,0
2020,DIFCLUES006,PUBLICO,DIF,02,BAJA CALIFORNIA,001,ENSENADA,0001,ENSENADA,CENTRO DE REHABILITACIÓN INTEGRAL ENSENADA,DE ASISTENCIA SOCIAL,NES,1,1,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,3,1,2,0,1
2020,SPDIF000051,PUBLICO,DIF,24,SAN LUIS POTOSI,028,SAN LUIS POTOSI,0001,SAN LUIS POTOSI,CENTRO DE REHABILITAICIÓN Y EDUCACIÓN ESPECIAL,DE ASISTENCIA SOCIAL,NES,1,1,1,1,,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,1,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,1,21,2,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,7,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,3,1,0,0,0,10,4,0,4,2,0,0,0,0,16,0,1,0,0,0,9,0,6,25,0,5,0,0,0,0,7,0,1,0,0,0,0,0,0,0,12,39,13,3,3,9,11
2020,TSDIF000365,PUBLICO,DIF,28,TAMAULIPAS,041,VICTORIA,0001,CIUDAD VICTORIA,CENTRO DE REHABILITACION Y EDUCACION ESPECIAL CIUDAD VICTORIA,DE CONSULTA EXTERNA,NES,1,1,1,1,,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,1,1,9,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,34,1,9,24,0,3,0,3,0,12,0,6,0,0,0,6,0,0,16,2,6,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,57,26,2,19,10,0
2020,VZDIF000023,PUBLICO,DIF,30,VERACRUZ DE IGNACIO DE LA LLAVE,087,XALAPA,0001,XALAPA-ENRIQUEZ,CENTRO DE REHABILITACION E INCLUSION SOCIAL,DE CONSULTA EXTERNA,NES,1,1,1,1,,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,2,1,1,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,1,1,22,4,0,1,0,0,0,1,1,1,0,1,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,3,0,0,4,2,0,0,0,2,6,6,0,0,0,0,0,0,0,82,0,7,0,0,2,17,0,56,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,207,72,5,9,16,105
2020,YNDIF000143,PUBLICO,DIF,31,YUCATAN,050,MERIDA,0001,MERIDA,CREE MERIDA (CENTRO DE REHABILITACIÓN Y EDUCACIÓN ESPECIAL MERIDA),DE CONSULTA EXTERNA,NES,1,1,1,1,,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,11,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,0,6,0,0,1,5,0,10,10,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,46,29,5,1,8,3
